,date,close
1046,2018-04-11,1448.78
1047,2018-04-12,1452.12
1048,2018-04-13,1459.78
1049,2018-04-16,1447.0
1050,2018-04-17,1507.19
1051,2018-04-18,1533.8
1052,2018-04-19,1568.52
1053,2018-04-20,1561.2
1054,2018-04-23,1548.0
1055,2018-04-24,1539.5
1056,2018-04-25,1469.99
1057,2018-04-26,1529.42
1058,2018-04-27,1638.1
1059,2018-04-30,1596.0
1060,2018-05-01,1585.0
1061,2018-05-02,1588.5
1062,2018-05-03,1574.8
1063,2018-05-04,1584.9
1064,2018-05-07,1606.95
1065,2018-05-08,1596.88
1066,2018-05-09,1608.0
1067,2018-05-10,1615.6
1068,2018-05-11,1611.1
1069,2018-05-14,1611.18
1070,2018-05-15,1587.8
1071,2018-05-16,1594.43
1072,2018-05-17,1594.04
1073,2018-05-18,1583.59
1074,2018-05-21,1592.05
1075,2018-05-22,1589.89
1076,2018-05-23,1601.86
1077,2018-05-24,1608.24
1078,2018-05-25,1614.12
1079,2018-05-29,1621.79
1080,2018-05-30,1626.0
1081,2018-05-31,1635.0
1082,2018-06-01,1646.73
1083,2018-06-04,1665.68
1084,2018-06-05,1699.0
1085,2018-06-06,1714.5
1086,2018-06-07,1699.9
1087,2018-06-08,1689.44
1088,2018-06-11,1694.24
1089,2018-06-12,1699.51
1090,2018-06-13,1713.75
1091,2018-06-14,1724.8
1092,2018-06-15,1720.87
1093,2018-06-18,1726.74
1094,2018-06-19,1736.11
1095,2018-06-20,1762.93
1096,2018-06-21,1763.1
1097,2018-06-22,1743.0
1098,2018-06-25,1705.0
1099,2018-06-26,1701.57
1100,2018-06-27,1711.95
1101,2018-06-28,1705.5
1102,2018-06-29,1723.41
1103,2018-07-02,1713.89
1104,2018-07-03,1725.0
1105,2018-07-05,1710.69
1106,2018-07-06,1715.27
1107,2018-07-09,1739.56
1108,2018-07-10,1750.0
1109,2018-07-11,1756.96
1110,2018-07-12,1798.0
1111,2018-07-13,1815.3
1112,2018-07-16,1841.95
1113,2018-07-17,1851.69
1114,2018-07-18,1858.88
1115,2018-07-19,1841.0
1116,2018-07-20,1834.84
1117,2018-07-23,1819.0
1118,2018-07-24,1840.0
1119,2018-07-25,1863.84
1120,2018-07-26,1844.68
1121,2018-07-27,1880.05
1122,2018-07-30,1829.5
1123,2018-07-31,1801.83
1124,2018-08-01,1798.44
1125,2018-08-02,1836.56
1126,2018-08-03,1841.0
1127,2018-08-06,1847.77
1128,2018-08-07,1869.72
1129,2018-08-08,1891.51
1130,2018-08-09,1914.57
1131,2018-08-10,1899.5
1132,2018-08-13,1925.0
1133,2018-08-14,1921.01
1134,2018-08-15,1916.21
1135,2018-08-16,1905.0
1136,2018-08-17,1888.0
1137,2018-08-20,1891.75
1138,2018-08-21,1897.75
1139,2018-08-22,1905.8
1140,2018-08-23,1919.5
1141,2018-08-24,1916.01
1142,2018-08-27,1927.7
1143,2018-08-28,1941.78
1144,2018-08-29,1998.69
1145,2018-08-30,2025.57
1146,2018-08-31,2022.38
1147,2018-09-04,2050.5
1148,2018-09-05,2040.38
1149,2018-09-06,2007.5
1150,2018-09-07,1975.2
1151,2018-09-10,1973.04
1152,2018-09-11,1988.88
1153,2018-09-12,2000.0
1154,2018-09-13,2008.76
1155,2018-09-14,1993.65
1156,2018-09-17,1956.82
1157,2018-09-18,1958.2
1158,2018-09-19,1940.83
1159,2018-09-20,1955.0
1160,2018-09-21,1957.31
1161,2018-09-24,1936.88
1162,2018-09-25,1975.91
1163,2018-09-26,1995.25
1164,2018-09-27,2016.16
1165,2018-09-28,2026.52
1166,2018-10-01,2033.19
1167,2018-10-02,2013.39
1168,2018-10-03,1989.7
1169,2018-10-04,1956.0
1170,2018-10-05,1929.08
1171,2018-10-08,1902.0
1172,2018-10-09,1896.68
1173,2018-10-10,1858.56
1174,2018-10-11,1755.4
1175,2018-10-12,1808.95
1176,2018-10-15,1795.05
1177,2018-10-16,1823.88
1178,2018-10-17,1845.0
1179,2018-10-18,1830.15
1180,2018-10-19,1809.1
1181,2018-10-22,1809.5
1182,2018-10-23,1776.34
1183,2018-10-24,1777.71
1184,2018-10-25,1794.81
1185,2018-10-26,1698.46
1186,2018-10-29,1665.74
1187,2018-10-30,1540.99
1188,2018-10-31,1623.91
1189,2018-11-01,1670.45
1190,2018-11-02,1697.44
1191,2018-11-05,1658.09
1192,2018-11-06,1665.0
1193,2018-11-07,1759.23
1194,2018-11-08,1784.0
1195,2018-11-09,1743.92
1196,2018-11-12,1708.55
1197,2018-11-13,1677.06
1198,2018-11-14,1673.0
1199,2018-11-15,1624.82
1200,2018-11-16,1614.48
1201,2018-11-19,1581.19
1202,2018-11-20,1534.75
1203,2018-11-21,1550.0
1204,2018-11-23,1536.2
1205,2018-11-26,1584.81
1206,2018-11-27,1597.65
1207,2018-11-28,1681.45
1208,2018-11-29,1689.99
1209,2018-11-30,1696.0
1210,2018-12-03,1778.34
1211,2018-12-04,1770.34
1212,2018-12-06,1701.05
1213,2018-12-07,1718.93
1214,2018-12-10,1657.99
1215,2018-12-11,1679.47
1216,2018-12-12,1704.99
1217,2018-12-13,1692.12
1218,2018-12-14,1642.57
1219,2018-12-17,1576.13
1220,2018-12-18,1567.55
1221,2018-12-19,1584.53
1222,2018-12-20,1509.5
1223,2018-12-21,1480.0
1224,2018-12-24,1396.03
1225,2018-12-26,1473.16
1226,2018-12-27,1469.0
1227,2018-12-28,1513.47
1228,2018-12-31,1520.76
1229,2019-01-02,1553.36
1230,2019-01-03,1538.0
1231,2019-01-04,1594.0
1232,2019-01-07,1634.56
1233,2019-01-08,1676.61
1234,2019-01-09,1667.8
1235,2019-01-10,1663.25
1236,2019-01-11,1660.29
1237,2019-01-14,1648.2
1238,2019-01-15,1675.16
1239,2019-01-16,1705.0
1240,2019-01-17,1700.17
1241,2019-01-18,1716.2
1242,2019-01-22,1681.87
1243,2019-01-23,1657.43
1244,2019-01-24,1657.26
1245,2019-01-25,1683.48
1246,2019-01-28,1645.0
1247,2019-01-29,1632.38
1248,2019-01-30,1676.95
1249,2019-01-31,1736.41
1250,2019-01-07,1634.56
1251,2019-01-08,1676.61
1252,2019-01-09,1667.8
1253,2019-01-10,1663.25
1254,2019-01-11,1660.29
1255,2019-02-05,1665.26
1256,2019-02-06,1672.26
1257,2019-02-07,1625.54
1258,2019-02-08,1588.59
1259,2019-02-11,1609.29
1260,2019-02-12,1639.39
1261,2019-02-12,1639.39
1262,2019-02-13,1656.38
1263,2019-02-14,1637.9
1264,2019-02-15,1628.91
1265,2019-02-19,1634.0
1266,2019-02-19,1634.0
1267,2019-02-20,1634.93
1268,2019-02-21,1623.56
1269,2019-02-22,1634.94
1270,2019-02-25,1654.6
1271,2019-02-26,1639.99
1272,2019-02-26,1639.99
1273,2019-02-27,1641.81
1274,2019-02-28,1651.77
1275,2019-03-01,1674.26
1276,2019-03-04,1709.43
1277,2019-03-05,1707.8
1278,2019-03-05,1707.8
1279,2019-03-06,1697.75
1280,2019-03-07,1669.75
1281,2019-03-08,1622.72
1282,2019-03-11,1672.29
1283,2019-03-12,1684.27
1284,2019-03-12,1684.27
1285,2019-03-13,1700.0
1286,2019-03-14,1702.0
1287,2019-03-15,1718.8
1288,2019-03-18,1750.0
1289,2019-03-19,1784.16
1290,2019-03-19,1784.16
1291,2019-03-20,1799.5
1292,2019-03-21,1823.75
1293,2019-03-22,1818.98
1294,2019-03-25,1782.68
1295,2019-03-26,1805.77
1296,2019-03-26,1805.77
1297,2019-03-27,1787.5
1298,2019-03-28,1777.93
1299,2019-03-29,1792.86
1300,2019-04-01,1815.67
1301,2019-04-02,1820.0
1302,2019-04-02,1820.0
1303,2019-04-03,1830.0
1304,2019-04-04,1828.75
1305,2019-04-05,1838.58
1306,2019-04-08,1850.2
1307,2019-04-09,1853.09
1308,2019-04-09,1853.09
1309,2019-04-10,1848.0
1310,2019-04-11,1849.95
1311,2019-04-12,1851.5
1312,2019-04-15,1846.85
1313,2019-04-16,1869.77
1314,2019-04-16,1869.77
1315,2019-04-17,1876.47
1316,2019-04-18,1870.82
1317,2019-04-22,1888.42
1318,2019-04-23,1929.26
1319,2019-04-23,1929.26
1320,2019-04-24,1929.69
1321,2019-04-25,1922.45
1322,2019-04-26,1951.0
1323,2019-04-29,1956.34
1324,2019-04-30,1935.71
1325,2019-04-30,1935.71
1326,2019-05-01,1943.64
1327,2019-05-02,1921.55
1328,2019-05-03,1964.4
1329,2019-05-06,1959.0
1330,2019-05-07,1949.1
1331,2019-05-08,1935.37
1332,2019-05-09,1909.4
1333,2019-05-10,1903.79
1334,2019-05-13,1846.53
1335,2019-05-14,1852.44
1336,2019-05-15,1874.42
1337,2019-05-16,1917.51
1338,2019-05-17,1910.53
1339,2019-05-20,1867.78
1340,2019-05-21,1879.0
1341,2019-05-22,1871.48
1342,2019-05-23,1844.0
1343,2019-05-24,1841.76
1344,2019-05-28,1849.26
1345,2019-05-29,1830.0
1346,2019-05-30,1829.47
1347,2019-05-31,1795.58
1348,2019-06-03,1692.69
1349,2019-06-04,1729.56
1350,2019-06-05,1738.5
1351,2019-06-06,1754.36
1352,2019-06-07,1804.03
1353,2019-06-10,1860.63
1354,2019-06-11,1863.7
1355,2019-06-12,1855.32
